English,Portuguese
Pyramid scheme ? What is that ?,Esquema de pirâmide? O que é isso?
"It's a scam 7 that's based on a hierarchy , like a pyramid . The person at the top asks the people below him for money , and then tells them to go and ask other people for money while sending some of it back to him .","É um golpe 7 que é baseado em uma hierarquia, como uma pirâmide. A pessoa no topo pede às pessoas abaixo dele por dinheiro, e então diz-lhes para ir e pedir a outras pessoas por dinheiro enquanto enviando alguns deles de volta para ele."
Sounds good to me . The guy at the top gets money and so do the people below him .,Parece-me bem. O tipo do topo recebe dinheiro e as pessoas abaixo dele também.
"Not exactly . The scam keeps on going , with the people at the bottom paying more and more money until they reach the very bottom .","Não exactamente. O golpe continua, com as pessoas no fundo pagando mais e mais dinheiro até que eles cheguem ao fundo."
What happens then ?,O que acontece depois?
"Nothing . The people at the bottom give their money to the people above them , and they get nothing . They end up losing . That's why it's a scam .","Nada. As pessoas no fundo dão o seu dinheiro para as pessoas acima deles, e eles não recebem nada. Eles acabam perdendo. É por isso que é um truque."
"I see . I guess I should be more careful about what I read , especially on the Internet where you have no idea who anybody is .","Estou a ver. Eu acho que eu deveria ter mais cuidado com o que eu li, especialmente na Internet onde você não tem ideia de quem alguém é."
"We've been cramming for tomorrow's history exam since early this morning . What do you say we take a break and listen to some music , okay ?","Estamos a trabalhar para o exame de história de amanhã desde cedo esta manhã. Que tal fazermos uma pausa e ouvirmos música, está bem?"
"Now that you mention it , I'm getting a little bumed-out from studying nonstop , too . Listening to some music for a while would suit me just fine .","Agora que você mencionou isso, eu estou ficando um pouco aborrecido de estudar sem parar, também. Ouvir alguma música por um tempo seria muito bom para mim."
"While you're picking out a record to play , I'll grab a couple of beers out of the refrigerator .","Enquanto escolhes um disco para tocar, vou buscar umas cervejas do frigorífico."
You sure have a lot of discs here .,Você com certeza tem um monte de discos aqui.
"Yeah , I've got everything from rock n ' roll to the latest new - wave stuff .","Sim, tenho tudo, desde o rock n'roll às últimas novas ondas."
"To tell you the truth , I'm strictly into classical music . You don't happen to have any Bach or Mozart , do you ?","Para dizer a verdade, estou estritamente em música clássica. Por acaso não tens Bach ou Mozart, pois não?"
"Sorry , my taste in music doesn't go back any further than the 1960 ' s . Music written before then is just history to me .","Desculpe, meu gosto na música não vai mais longe do que a década de 1960. Música escrita antes disso é apenas história para mim."
"Well , speaking of history , let's get back to the books . We ' Ve got an exam tomorrow , remember ?","Bem, por falar em história, vamos voltar aos livros. Temos um exame amanhã, lembras-te?"
When can we expect you and your daughter for dinner ? Next Saturday ?,Quando podemos esperar você e sua filha para o jantar? No próximo sábado?
Next Saturday ? I ' m sorry . I ' Ve promised to go to a Chinese Opera with my daughter .,No próximo sábado? Sinto muito. Eu'Ve prometeu ir a uma ópera chinesa com minha filha.
How about Sunday then ?,"Então, que tal domingo?"
"Yes , Sunday sounds fine . What time ?","Sim, o domingo soa bem. A que horas?"
"Does 6,30 suit you ?",Seis e 30 gostam de ti?
It suits us fine . We ' ll see you then .,Fica-nos bem. Vemo-nos então.
"Thanks , goodbye .","Obrigado, adeus."
I was thinking of holding the company retreat in the mountains .,Estava a pensar em manter o retiro da companhia nas montanhas.
"I agree , I think that that would be perfect !","Concordo, acho que seria perfeito!"
I was thinking it could take place sometime in January .,Eu estava pensando que poderia acontecer algum dia em Janeiro.
That might be a little too cold for some people .,Isso pode ser um pouco frio demais para algumas pessoas.
"Yes , you are right .","Sim, tens razão."
What about April ? April has good weather that isn't too cold or too hot .,E quanto à April? April tem bom tempo que não é muito frio ou muito quente.
"Yes , that would work out better .","Sim, isso funcionaria melhor."
"You know , maybe we could take a survey to see how that works for everyone .",Talvez pudéssemos fazer uma pesquisa para ver como isso funciona para todos.
Good idea ! We'll have to get right on it .,Boa ideia! Temos de tratar disso.
"Fine ! Well , I'll get right on it now !","Está bem! Bem, vou já tratar disso!"
How may I help you ?,Em que posso ajudá-lo?
I need to check these books out .,Preciso de ver estes livros.
Do you have your library card ?,Tem o seu cartão de biblioteca?
Here it is .,Aqui está.
It appears that you have late fees .,Parece que você tem taxas de atraso.
Really ?,A sério?
"Yes , really .","Sim, a sério."
How much do I owe ?,Quanto devo?
You owe $ 24 . 50 in late fees .,Deves 24 dólares. 50 em taxas de atraso.
I don ' t have that much today .,Não tenho tanto hoje.
"I ' m sorry , but until you pay it , you won ' t be able to check out any more books .","Lamento, mas até que pagues, não serás capaz de ver mais livros."
I ' ll pay it as soon as possible .,Pagarei o mais rapidamente possível.
Merry Christmas !,Feliz Natal!
Huh ?,Então?
I said Merry Christmas ! Don ' t you know that Christmas is almost here ?,Eu disse Feliz Natal! Não sabes que o Natal está quase a chegar?
"It is ? Oh , that ' s nice .","É mesmo? Oh, isso é bom."
Huh ? Didn ' t you know ? Aren ' t you excited ?,Então? Não sabias? Não estás entusiasmado?
"Actually , I ' d forgotten about it .","Na verdade, esqueci-me disso."
Forgotten about it ? How could you ?,Esqueceu-se disso? Como pôde?
"Because I ' m not Christian , I ' m Jewish .","Porque não sou cristão, sou judeu."
"Oh , I ' m sorry . I didn ' t know .",Sinto muito. Eu não sabia.
It ' s all right . There are so many Christians in America that everybody takes it for granted that I ' m Christian .,Está tudo bem. Há tantos cristãos na América que todos dão por garantido que eu sou cristão.
I guess so . So what do you do around this time of year ?,"Acho que sim. Então, o que fazes nesta época do ano?"
"Well , I ' ll celebrate Hanukah soon , but that ' s not as important to us as Christmas is to you . Mainly I ' ll just enjoy the holiday break .","Bem, eu vou celebrar Hanukah em breve, mas isso não é tão importante para nós como o Natal é para você. Principalmente eu'vou apenas desfrutar das férias."
"Well , would you be horribly offended if I invited you to a Christmas party at my house ?","Bem, ficaria horrívelmente ofendido se eu o convidasse para uma festa de Natal em minha casa?"
Not at all . A party is a party . I ' ll be happy to come .,De modo algum. Uma festa é uma festa. Ficarei feliz em vir.
Do you want to go shopping with me ?,Queres ir às compras comigo?
That's a good idea . What time is good for you ?,É uma boa ideia. Que horas são boas para ti?
How about Saturday morning ?,Que tal sábado de manhã?
Sounds good .,Parece-me bem.
"Welcome , young man . No offence , but I haven't seen you here before .","Bem-vindo, jovem. Sem ofensa, mas não te vi aqui antes."
"Of course , this is my first time here . My Mom has a membership here . Here is the card .","Claro, esta é a minha primeira vez aqui. A minha mãe tem um membro aqui. Aqui está o cartão."
Okay then . You are the younger customer here ever .,"Está bem, então. Você é o cliente mais jovem aqui."
It's not so wise that you do not explore the children's market .,Não é tão sábio que você não explore o mercado das crianças.
"It's the marketing's fault , I suppose . What do you want to do ?","É culpa do marketing, suponho. O que queres fazer?"
"Well , I want to become just like Bruce Lee . What should I do ?","Bem, eu quero tornar-me como Bruce Lee. O que devo fazer?"
"That's a long way to go , I'm afraid . First of all , you gotta grow up .","É um longo caminho a percorrer, receio. Primeiro de tudo, tens de crescer."
I am still young . And I'm growing every minute .,Ainda sou jovem. E estou a crescer a cada minuto.
Sure . Then what about trying the treadmill or the skipping rope .,Claro que sim. Então que tal tentar a esteira ou a corda pulando.
I love running . Anything else ?,Adoro correr. Mais alguma coisa?
Please change your clothes first !,"Por favor, mude de roupa primeiro!"
I'm perfect with my clothes . And I do not have anything else with me .,Sou perfeito com as minhas roupas. E não tenho mais nada comigo.
"Sorry , but no jeans here .","Desculpe, mas não há jeans aqui."
"Oh , that's the only place where jeans are not popular . I'd better just go home .",É o único lugar onde as calças não são populares. É melhor eu ir para casa.
I hear that the Students ' Union is going to take new members .,Ouvi dizer que o Sindicato dos Estudantes vai aceitar novos membros.
Really ? Can I join it ?,A sério? Posso juntar-me a ela?
Of course you can if you like it .,"Claro que podes, se gostares."
How can I join it ?,Como posso juntar-me a ela?
There will be an information session about the Students ' Union this Tuesday . You can apply for it then .,Esta terça-feira haverá uma sessão de informação sobre a União dos Estudantes. Você pode inscrevê-lo então.
"OK , thank you .","Está bem, obrigado."
Is that girl your girlfriend ?,Aquela miúda é a tua namorada?
"No , it's not .","Não, não é."
She doesn't look like our classmate .,Ela não se parece com a nossa colega de classe.
Don't mistake her as somebody . She ' s my older sister .,Não a confundas com alguém. Ela é minha irmã mais velha.
"Really , she's so pretty .","A sério, ela é tão bonita."
What do you do in summer ?,O que fazes no verão?
I love going out into the countryside for walks or bike ride . I love being out in the fresh summer air . How about you ?,Eu adoro sair para o campo para caminhadas ou passeio de bicicleta. Adoro estar no ar fresco do verão. E tu?
"I don ' t often go for walks , but I either play sports outside-you know , tennis or badminton-or just sit in the sunshine and read a good book .","Eu não'freqüentemente ir para caminhadas, mas eu ou jogar esportes fora-você sabe, tênis ou badminton-ou apenas sentar-se no sol e ler um bom livro."
What do you do in winter ?,O que fazes no inverno?
"Well , I play sports indoors quite often . If I ' m feeling lazy , I just watch a film at home . I prefer summer to winter .","Bem, eu jogo esportes dentro de casa muitas vezes. Se eu estou me sentindo preguiçoso, eu só assisto um filme em casa. Prefiro verão ao inverno."
"I think most people do . I like wearing nice , colorful clothes in summer , you know , a nice dress or skirt . It ' s too cold for those kinds of clothes in winter .","Acho que a maioria das pessoas tem. Eu gosto de usar roupas bonitas, coloridas no verão, você sabe, um vestido agradável ou saia. Está muito frio para esse tipo de roupa no inverno."
Yes . I like wearing shorts in summer . My legs would freeze !,Sim. Gosto de usar shorts no verão. As minhas pernas congelariam!
Do you think we ' ll have a nice summer this year ?,Achas que vamos ter um bom verão este ano?
"Thanks to global warming , it could be hotter than ever !","Graças ao aquecimento global, poderia ser mais quente do que nunca!"
Happy new year !,Feliz ano novo!
Thank you . Same to you .,Obrigado. O mesmo para ti.
Have you got any plans ?,Tens algum plano?
"I've been invited over to a friend ' s , and you ?","Fui convidado para ir a casa de um amigo, e tu?"
My roommate ' s having a party .,O meu colega de quarto está a dar uma festa.
Do you offer a course in business management ?,Você oferece um curso em gestão de negócios?
"Yes , we do .","Sim, temos."
How many nights a week is it ?,Quantas noites por semana são?
"It's 3 nights a week , Monday , Tuesday and Thursday .","São 3 noites por semana, segunda-feira, terça-feira e quinta-feira."
And how long does the course last ?,E quanto tempo dura o curso?
It lasts for 9 months .,Dura 9 meses.
When does it start ?,Quando é que começa?
The next beginning class starts on October 25th .,A próxima aula de início começa no dia 25 de outubro.
What time is the class ?,A que horas é a aula?
From 7 to 9 o'clock .,De 7 às 9 horas.
How much does it cost ?,Quanto custa?
It costs 125 dollars a month .,Custa 125 dólares por mês.
"Yes , that's all right . I want to enroll in the course .","Sim, está tudo bem. Quero inscrever-me no curso."
"Thank you , please fill out this form for us .","Obrigado, por favor preencha este formulário para nós."
Do you want me to fill it out now ?,Queres que o preencha agora?
"Yes , please . we need a record of you education and your work experiences .","Sim, por favor. precisamos de um registro de sua educação e suas experiências de trabalho."
Which social problem do you think the government needs to concentrate on most ?,Que problema social acha que o governo precisa concentrar-se mais?
I think housing is a big problem . There are thousands of homeless people on the streets .,Acho que a habitação é um grande problema. Há milhares de sem-teto nas ruas.
How would you solve the problem ?,Como resolveria o problema?
I have a good idea to solve it . The government could provide some money for homeless people to build their own homes .,Tenho uma boa ideia para resolvê-lo. O governo poderia fornecer algum dinheiro para que as pessoas sem-teto construíssem suas próprias casas.
It would probably be very expensive .,Provavelmente seria muito caro.
"I think the government can afford it . Besides , there are many advantages . Homeless people would find it easier to get jobs if they had an address . They would learn some useful skill for finding jobs i","Acho que o governo pode pagar. Além disso, há muitas vantagens. As pessoas sem-abrigo achariam mais fácil conseguir emprego se tivessem um endereço. Eles aprenderiam alguma habilidade útil para encontrar empregos i"
It ' s not a bad idea . I think education is the biggest problem at the moment . Schools don ' t seem to have enough money to educate kids properly .,Não é má ideia. Acho que a educação é o maior problema no momento. As escolas não parecem ter dinheiro suficiente para educar adequadamente as crianças.
"If we are to invest more money to education , we will need to raise taxes . That wouldn ' t be popular with voters .","Se quisermos investir mais dinheiro na educação, teremos de aumentar os impostos. Isso não seria popular entre os eleitores."
"Most voters what everything both ways . They want the government to pay for lots of things , but without increasing taxes .","A maioria dos eleitores o que tudo em ambos os sentidos. Eles querem que o governo pague por muitas coisas, mas sem aumentar os impostos."
The government should show that it is using money efficiently . Sometimes you hear about how the government has wasted money on a project .,O governo deve mostrar que está a utilizar o dinheiro de forma eficiente. Às vezes você ouve sobre como o governo desperdiçou dinheiro em um projeto.
Yes . The government has limited funds and must show that it is using the money responsibly,Sim. O governo tem fundos limitados e deve mostrar que está a usar o dinheiro de forma responsável.
"Do you keep any pets , such as cats , dogs ?","Você guarda qualquer animal de estimação, como gatos, cães?"
"No , I'm scared of cats .","Não, tenho medo de gatos."
"Oh , but why ?",Mas porquê?
I feel they're dirty .,Sinto que estão sujos.
Would you like to see our new shirts ?,Gostarias de ver as nossas camisas novas?
"Sorry , but I ' m not really that interested in those things .","Desculpe, mas não estou tão interessado nessas coisas."
"Well , they are very nice you know .","Bem, eles são muito simpáticos, você sabe."
Really ?,A sério?
And not expensive either .,E também não é caro.
"Oh , I don't care about that .",Não quero saber disso.
Everybody is buying them .,Estão todos a comprá-los.
Are they ?,Estão?
"Yes , they are very fashionable , you see .","Sim, eles estão muito na moda, você vê."
I am afraid I am not interested in fashion .,Receio que não estou interessado na moda.
I see .,Estou a ver.
But thank you very much all the same .,"Mas muito obrigado, mesmo assim."
Sorry I couldn't help you .,Desculpa não ter podido ajudar-te.
"Come in , come in !","Entrem, entrem!"
"Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ' t you meet me there ?","Olá, Gary, o que aconteceu? Estava à tua espera no teatro. Porque não me encontraste lá?"
I thought we were supposed to meet HERE .,Pensei que íamos encontrar-nos aqui.
Don ' t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ' t make sense to meet at the apartment .,Não sabes que o nosso filme começa às sete? E íamos encontrar-nos no teatro às cinco às sete. Então não faz sentido encontrar-se no apartamento.
I ' m sorry . We must have misunderstood each other .,Sinto muito. Devemos ter entendido mal um ao outro.
Why don ' t you try to be clearer about your intentions ?,Porque não tentas ser mais claro sobre as tuas intenções?
You ' re right . I am sorry . Let ' s go and watch the movie .,Tens razão. Lamento muito. Vamos assistir ao filme.
It ' s okay . I don ' t want to go now . We ' Ve already missed ten minutes of the movie . I don ' t want to see a movie without watching the beginning .,Está tudo bem. Não quero ir agora. Já perdemos dez minutos do filme. Não quero ver um filme sem ver o começo.
"how was school today , Dominic ?","Como foi a escola hoje, Dominic?"
I hate school !,Odeio a escola!
why ? What happened ?,Porquê? O que aconteceu?
I messed up my mid-term exam so badly today !,Hoje estraguei tanto o meu exame intermédio!
it's just one exam . Can you re-take the exam ?,É só um exame. Podes voltar a fazer o exame?
"yes , but it's so humiliating ! I don't want my friends to know I failed !","Sim, mas é tão humilhante! Não quero que os meus amigos saibam que falhei!"
why didn't you do a good job ?,Porque não fizeste um bom trabalho?
"I don't know . I sat down in my seat , looked at my paper , and then my mind just went totally blank .","Não sei. Sentei-me no meu assento, olhei para o meu jornal, e então a minha mente ficou totalmente em branco."
do you think you studied enough for the exam ?,Achas que estudaste o suficiente para o exame?
no ...,Não...
what did you do last night ?,O que fizeste ontem à noite?
I watched TV .,Eu assisti à televisão.
did you study at all last night for your exam ?,Estudou ontem à noite para o seu exame?
"no , not really .","Não, nem por isso."
"I am sure if you had studied , you would have done well . When can you re-take your exam ?","Tenho a certeza que se você tivesse estudado, você teria feito bem. Quando podes voltar a fazer o teu exame?"
tomorrow .,Amanhã.
alright . Get out your books and I'll help you prepare .,Está bem. Tira os teus livros e eu ajudo-te a preparar-te.
I haven't met the Smiths for a long time .,Não conheço os Smiths há muito tempo.
They have moved to Chicago .,Mudaram-se para Chicago.
Why ?,Porquê?
Mr . Smith has changed his job .,Sr. O Smith mudou de trabalho.
Did you hear about Joe ? She hasn't eaten for days .,Ouviste falar do Joe? Ela não come há dias.
Why ? What's eating her ?,Porquê? O que é que a está a comer?
Love sick . You know who she's in love with ?,Amo mal. Sabes por quem ela está apaixonada?
I don't have the slightest idea .,Não faço a menor ideia.
Someone you're living with .,Alguém com quem vives.
"What ? Not my Dad , I hope ! ?","Porquê? Não é o meu pai, espero! Nãonão."
"Come on , Mary , it's your brother , Jack .","Vá lá, Mary, é o teu irmão, Jack."
No kidding ! Jack is such a log ! He's never dated a girl .,Não me digas! O Jack é um tal tronco! Ele nunca namorou uma rapariga.
The problem with Joe is that she's too shy to tell him .,O problema com o Joe é que ela é muito tímida para lhe dizer.
And the problem with Jack is that he seems to have no interest in girls . He's putting his heart into his stamp collection .,E o problema com o Jack é que ele parece não ter interesse em raparigas. Ele está a colocar o coração na sua colecção de selos.
"Well , if you want to help your friend , you should do something about it .","Bem, se você quer ajudar o seu amigo, você deve fazer algo sobre isso."
"Oh , they all went out ! Did you make a wish ?","Oh, todos saíram! Pediste um desejo?"
"Yes , but I doubt if I get it . I've never got it .","Sim, mas duvido que consiga. Nunca o consegui."
Better luck this time !,Melhor sorte desta vez!
How do you like the food sold in this sidewalk snack booth ?,Gostas da comida vendida nesta barraca de lanches da calçada?
"At least , it is better than my boxed lunch at work . I'm so fed up with the bland food . Thank you for having lunch with me !","Pelo menos, é melhor do que o meu almoço no trabalho. Estou farto da comida suja. Obrigado por almoçar comigo!"
Any time . But I don't mind eating boxed lunch . The food sanitation is really good too .,A qualquer hora. Mas não me importo de comer almoço em caixas. O saneamento alimentar também é muito bom.
It's hard to believe that you like it . You are so easy to be satisfied .,É difícil acreditar que gostas. Você é tão fácil de ser satisfeito.
"Hey , it's not that bad . The food is nutritious and it's really convenient . I don't want to spend too much time on eating stuff .",Não é assim tão mau. A comida é nutritiva e é muito conveniente. Não quero gastar muito tempo em comer coisas.
Eating is important . You are what you eat . It's not only a daily routine .,Comer é importante. Tu és o que comes. Não é só uma rotina diária.
"Well , will you just go back to work after lunch ?","Bem, podes voltar ao trabalho depois do almoço?"
No . I'm going to pay the bill for the company's lunch .,Não. Vou pagar a conta pelo almoço da empresa.
But you didn't eat anything today .,Mas hoje não comeste nada.
"Well , the bill is paid by month . That's probably the only thing that I like about a take-out restaurant .","Bem, a conta é paga por mês. É provavelmente a única coisa que gosto de um restaurante para comer."
All right . I'm going to the McDonald's .,Está bem. Vou ao McDonald's.
For what ? I thought you didn't like western food .,Porquê? Pensei que não gostavas de comida ocidental.
"No , I never did . It's for my son . He loves it , and I made an agreement with him that he can eat it once a week .","Não, nunca o fiz. É para o meu filho. Ele adora, e eu fiz um acordo com ele que ele pode comê-lo uma vez por semana."
"That's really smart . My son Daniel is the same with your son . I just don't get it , why all the kids prefer western food to traditional food .","Isso é muito inteligente. O meu filho Daniel é o mesmo com o teu filho. Eu só não entendo, porque todas as crianças preferem comida ocidental a comida tradicional."
"Me , either . But , it's for sure that the children market is a really big one .","Nem eu. Mas, é certo que o mercado de crianças é realmente um grande."
That's for sure . It's always hard for the parents to say no to their children .,Isso é certo. É sempre difícil para os pais dizerem não aos filhos.
What can I do for you today ?,O que posso fazer por si hoje?
I need to return a book .,Preciso de devolver um livro.
Can I do anything else for you ?,Posso fazer mais alguma coisa por ti?
I want to check these books out .,Quero ver estes livros.
Is that all ?,Só isso?
That ' s all .,Isso é tudo.
"May I see your library card , please ?","Posso ver o seu cartão de biblioteca, por favor?"
It ' s right here .,Está mesmo aqui.
Will that be all for today ?,Será isso tudo por hoje?
Yes . That ' s it .,Sim. É isso.
These are due back in two weeks .,Estes devem voltar em duas semanas.
All right . Have a good night .,Está bem. Tenham uma boa noite.
Which sports are popular in your country ?,Que esportes são populares no seu país?
Most people like football . More boys like football than girls . A few girls play it really well . Some people like playing basketball .,A maioria das pessoas gosta de futebol. Mais rapazes gostam de futebol do que meninas. Algumas meninas jogam muito bem. Algumas pessoas gostam de jogar basquetebol.
Do many people like tennis ?,Muitas pessoas gostam de tênis?
"More and more people like it now . fewer people play table tennis than before . Many people like swimming , because it is fun and keeps you fit .","Mais e mais pessoas gostam agora. menos pessoas jogam ténis de mesa do que antes. Muitas pessoas gostam de nadar, porque é divertido e mantém você em forma."
"In my country , many people enjoy golf , but it is too expensive for some people . A few people like extreme sports , but I think the vast majority of people are afraid to try them .","No meu país, muitas pessoas gostam de golfe, mas é muito caro para algumas pessoas. Algumas pessoas gostam de esportes extremos, mas eu acho que a grande maioria das pessoas tem medo de experimentá-los."
"Extreme sports are only for a small minority of people . Several people from my university enjoy them , but most of us just watch . No one I know plays golf .","Esportes extremos são apenas para uma pequena minoria de pessoas. Várias pessoas da minha universidade gostam deles, mas a maioria de nós apenas assistir. Ninguém que eu conheça joga golfe."
"I know loads of people who play it regularly . There are plenty of golf courses around the country . In the past , only a tiny number of people played .","Conheço um monte de pessoas que o tocam regularmente. Há muitos campos de golfe em todo o país. No passado, apenas um pequeno número de pessoas jogaram."
A great deal of people follow rugby in my country .,Muitas pessoas seguem o rugby no meu país.
There are plenty of rugby fans in my country too .,Há muitos fãs de rugby no meu país também.
Thank you for letting me borrow your portable CD player .,Obrigado por me emprestar o seu leitor de CD portátil.
"Oh , you're welcome .",De nada.
You seem to be in the seventh heaven . What's put you on ?,Pareces estar no sétimo céu. O que se passa contigo?
Sarah and I could see eye to eye with each other .,Sarah e eu podíamos ver olho a olho um com o outro.
Did she give up her decision to marry Dick ?,Ela desistiu da decisão de se casar com o Dick?
"No , I encourage her to go her own way , but she's now having a change of heart .","Não, eu a encorajo a seguir o seu próprio caminho, mas ela agora está tendo uma mudança de coração."
I've come to say goodbye .,Vim despedir-me.
When do you leave ?,Quando é que te vais embora?
I'm catching the eleven o'clock train .,Estou a apanhar o comboio das onze horas.
Take care of yourself and don't forget to keep in touch .,Cuide de si mesmo e não se esqueça de manter contato.
Goodbye . Hope to see you again next year .,Adeus. Espero vê-lo de novo no próximo ano.
The weather is terrible .,O tempo é terrível.
Yes . It was sunny and warm yesterday but the wind is really blowing hard now .,"Sim. Estava ensolarado e quente ontem, mas o vento está realmente soprando duro agora."
I'm wearing my heavy jacket .,Estou a usar o meu casaco pesado.
"I'm going to put on more clothes , too .","Vou vestir mais roupas, também."
Will it snow today ?,Vai nevar hoje?
I don't know . Do you like snowing ?,Não sei. Gostas de nevar?
"Yes , when it snows , every where is white . It's very beautiful .","Sim, quando neva, todos os lugares são brancos. É muito bonito."
You can read the newspaper . Maybe it will tell you whether it will snow or not .,Você pode ler o jornal. Talvez lhe diga se vai nevar ou não.
Good idea .,Boa ideia.
This city is far too polluted . We should do something about it .,Esta cidade está muito poluída. Devíamos fazer alguma coisa a respeito.
I agree . We need to recycle our trash and use public transportation more often .,Concordo. Precisamos reciclar nosso lixo e usar o transporte público mais frequentemente.
I am looking for a comfortable convenient way to see the country .,Estou procurando uma maneira confortável e conveniente de ver o país.
Have you heard of motor coaching ? It's one of the fastest-growing segments for the travel industry .,Já ouviste falar de treinador de motor? É um dos segmentos de crescimento mais rápido para a indústria de viagens.
"No , I've not heard of it . Tell me about it .","Não, ainda não ouvi falar. Nem me fales."
It's almost like going on an ocean cruise except that you go by land . Everything is planned for you from the moment you step on board a luxury coach .,"É quase como ir num cruzeiro no oceano, excepto que você vai por terra. Tudo está planejado para você a partir do momento em que você pisar em um treinador de luxo."
Is it just a bus ?,É só um autocarro?
"Oh . no . The motor coach is air-conditioned , there is a galley for food preparation , movies or music are available for your entertainment and attendants are there to take care of your every need .","- Não não. Não. O autocarro é ar condicionado, há uma cozinha para preparação de alimentos, filmes ou música estão disponíveis para o seu entretenimento e assistentes estão lá para cuidar de todas as suas necessidades."
Wow ! That sounds like pure luxury .,Meu Deus! Isso soa como luxo puro.
Who's your favorite film star ?,Quem é a tua estrela de cinema favorita?
Tom Hanks is always my favorite film star .,Tom Hanks é sempre minha estrela de cinema favorita.
What films feature him ?,Que filmes o apresentam?
Many !,Muitos!
My Chinese friends told me that the Spring Festival is coming soon . Can you tell me something about it ?,Meus amigos chineses me disseram que o Festival de Primavera está chegando em breve. Podes dizer-me alguma coisa sobre isso?
Certainly . It ' s actually the Chinese New Year and is regarded by the Chinese as the most important holiday of the year .,Certamente. Na verdade é o Ano Novo chinês e é considerado pelos chineses como o feriado mais importante do ano.
What happens on the holiday ?,O que acontece nos feriados?
Family members usually get together on the Eve of the New Year and have a special dinner to celebrate . Relatives and friends often visit each other during the holiday to wish each other a happy new year .,Os membros da família geralmente se reúnem na véspera do Ano Novo e têm um jantar especial para comemorar. Familiares e amigos freqüentemente se visitam durante as férias para desejar um feliz ano novo.
Do people cook a lot of special dishes for the holiday ?,As pessoas cozinham um monte de pratos especiais para as férias?
"Yes , just like Christmas in western countries , it is a time for eating lots of special food .","Sim, assim como o Natal nos países ocidentais, é um momento para comer muita comida especial."
Rachel has decided to quit smoking .,Rachel decidiu parar de fumar.
Really ? Why ?,A sério? Porquê?
You never guess she is going to have a baby .,Nunca se imagina que ela vai ter um bebé.
"Oh , it's unbelievable . She is such a chain smoker .","Oh, é inacreditável. Ela é uma fumante de corrente."
"Yes , yes . She said she is going to stop drinking coffee too and quit all the unhealthy habits just for the baby .","Sim, sim. Ela disse que vai parar de beber café também e desistir de todos os hábitos não saudáveis apenas para o bebê."
"Oh , she is going to be a great mother .",Ela vai ser uma óptima mãe.
Do you know who ' s just got married ? Old McDonald .,Sabes quem acabou de se casar? O velho McDonald.
"Never ! He ' s over 80 , isn ' t he ?","Nunca! Ele tem mais de 80 anos, não é?"
He ' s nearly 90 .,Ele tem quase 90 anos.
Good gracious ! Are you sure ?,Meu Deus! Tens a certeza?
"I am . What ' s more , his wife is 84 .","Estou. Além disso, a mulher dele tem 84 anos."
Is she really ?,A sério?
"Yes , she is . And guess what , he is her sixth husband .","Sim, ela é. E adivinha, ele é o sexto marido dela."
"Really ? Quite a woman , isn ' t she ?","A sério? Que mulher, não é?"
It's almost midnight ! We are about to start a brand new year !,É quase meia-noite! Estamos prestes a começar um ano novo!
"I know it's so exciting ! A new year is always like a clean slate . Fresh start to accomplish any dreams , objectives and goals .","Eu sei que é tão excitante! Um ano novo é sempre como uma ardósia limpa. Novo começo para realizar quaisquer sonhos, objetivos e metas."
Do you have a New Year's resolution ?,Tem uma resolução de Ano Novo?
"I was thinking about it , but I'm never able to keep my New Year's resolution . Last year for example I joined a gym and only went twice .","Eu estava pensando nisso, mas eu nunca sou capaz de manter a minha resolução de Ano Novo. No ano passado, por exemplo, entrei para um ginásio e só fui duas vezes."
"Yeah I know what you mean . That's why this year I am keeping things more simple . Maybe like getting together with friends I haven't seen in a long time , or doing some volunteering work .","Sim, eu sei o que queres dizer. É por isso que este ano estou mantendo as coisas mais simples. Talvez como ficar com amigos que não vejo há muito tempo, ou fazer algum trabalho de voluntariado."
That seems reasonable . We should get together and watch the ball drop in Times Square .,Isso parece razoável. Devíamos nos reunir e ver a bola cair em Times Square.
"Sure , as long as you don't try to kiss me at midnight !","Claro, desde que não tentes beijar-me à meia-noite!"
"Well , we can't break tradition ! It's bad luck !","Bem, não podemos quebrar a tradição! Dá azar!"
"Excuse me , are you Sara Wilson ?","Desculpe, você é a Sara Wilson?"
"Yes , I am . You must be Tom . Nice to meet you .","Sim, estou. Você deve ser o Tom. Prazer em conhecê-lo."
Nice to meet you too . Let me help you with your bags .,Prazer em conhecê-lo também. Deixa-me ajudar-te com as tuas malas.
"Be careful , Tom . Those are pretty heavy .","Tenha cuidado, Tom. São muito pesados."
"Wow , you're not kidding . Hold on a second . Hello , could you give us a hand , please ?","Não estás a brincar. Espera um segundo. Olá, podes ajudar-nos, por favor?"
Are you working or are you a student ?,Está a trabalhar ou é estudante?
I'm a student .,Sou estudante.
Which school are you studying at ?,Em que escola estudas?
Tsinghua University .,Universidade de Tsinghua.
I'm really tired of my job in the bank . I'm thinking about changing it .,Estou farto do meu trabalho no banco. Estou a pensar em mudá-lo.
Have you any definite idea ?,Tens alguma ideia definitiva?
"Not yet , what's your opinion ?","Ainda não, qual é a tua opinião?"
I think you'd better try an active job .,Acho melhor tentares um trabalho activo.
